Stadt1	Stadt2	Abstand
Odense	Hamburg	208.30
Odense	Hannover	339.87
Odense	Kassel	459.04
Odense	Kiel	121.19
Odense	Leipzig	473.64
Odense	Lübeck	171.99
Odense	Magdeburg	374.64
Odense	Münster (Westf.)	430.72
Odense	Rostock	191.60
Odense	Groningen	365.24
Odense	Szczecin	369.82
Odense	Göteborg	280.63
Odense	Malmö	188.36
TALLINN	Espoo	87.80
TALLINN	HELSINKI	82.48
TALLINN	Tampere	239.94
TALLINN	Vantaa	99.26
TALLINN	RIGA	280.65
TALLINN	Pskov	313.61
TALLINN	St. Petersburg	391.41
TALLINN	Velikiy Novgorod	477.93
TALLINN	STOCKHOLM	477.37
Espoo	HELSINKI	21.14
Espoo	Tampere	155.70
Espoo	Vantaa	28.51
Espoo	RIGA	366.64
Espoo	Pskov	375.19
Espoo	St. Petersburg	394.22
Espoo	STOCKHOLM	481.64
HELSINKI	Tampere	170.52
HELSINKI	Vantaa	17.15
HELSINKI	RIGA	363.13
HELSINKI	Pskov	356.69
HELSINKI	St. Petersburg	373.66
HELSINKI	Velikiy Novgorod	488.50
Oulu	Tampere	409.79
Tampere	Vantaa	160.73
Tampere	St. Petersburg	488.43
Tampere	STOCKHOLM	473.24
Vantaa	RIGA	379.83
Vantaa	Pskov	364.03
Vantaa	St. Petersburg	368.29
Vantaa	Velikiy Novgorod	488.50
Angers	Bordeaux	293.03
Angers	Brest	299.24
Angers	Clermont-Ferrand	321.17
Angers	Dijon	400.26
Angers	Le Havre	229.71
Angers	Le Mans	79.92
Angers	Lille	436.71
Angers	Lyon	429.71
Angers	Nantes	77.11
Angers	Orléans	182.26
Angers	PARIS	258.39
Angers	Reims	383.17
Angers	Rennes	107.43
Angers	Rouen	248.49
Angers	Saint-Étienne	419.45
Angers	Toulouse	453.70
Angers	Tours	89.19
Angers	Bilbao	498.70
Angers	Genève	499.41
Angers	Brighton and Hove	376.32
Angers	Bristol	466.48
Angers	Cardiff	484.01
Angers	LONDON	449.93
Angers	Luton	490.31
Angers	Plymouth	412.20
Angers	Portsmouth	372.48
Angers	Reading	444.28
Angers	Southampton	386.44
Bordeaux	Brest	483.79
Bordeaux	Clermont-Ferrand	281.80
Bordeaux	Dijon	487.61
Bordeaux	Grenoble	453.22
Bordeaux	Le Mans	356.74
Bordeaux	Lyon	400.18
Bordeaux	Marseille	458.87
Bordeaux	Montpellier	346.82
Bordeaux	Nantes	273.62
Bordeaux	Orléans	384.41
Bordeaux	PARIS	493.63
Bordeaux	Perpignan	344.41
Bordeaux	Rennes	372.36
Bordeaux	Saint-Étienne	361.37
Bordeaux	Toulouse	199.74
Bordeaux	Tours	297.84
Bordeaux	Badalona	428.27
Bordeaux	Barcelona	432.47
Bordeaux	Bilbao	243.32
Bordeaux	Gijón	390.99
Bordeaux	L'Hospitalet de Llobregat	432.26
Bordeaux	Oviedo	410.93
Bordeaux	Sabadell	414.65
Bordeaux	Terrassa	409.18
Bordeaux	Valladolid	462.57
Bordeaux	Vitoria-Gasteiz	267.71
Bordeaux	Zaragoza	355.60
Brest	Le Havre	350.68
Brest	Le Mans	337.52
Brest	Nantes	246.89
Brest	Orléans	460.43
Brest	PARIS	491.62
Brest	Rennes	203.02
Brest	Rouen	415.73
Brest	Tours	386.40
Brest	Birmingham	491.18
Brest	Brighton and Hove	413.24
Brest	Bristol	366.71
Brest	Cardiff	356.50
Brest	Coventry	495.20
Brest	LONDON	466.31
Brest	Luton	485.20
Brest	Northampton	499.26
Brest	Plymouth	221.82
Brest	Portsmouth	362.76
Brest	Reading	423.88
Brest	Southampton	355.98
Brest	Wolverhampton	496.34
Clermont-Ferrand	Dijon	221.73
Clermont-Ferrand	Grenoble	200.79
Clermont-Ferrand	Le Havre	465.09
Clermont-Ferrand	Le Mans	322.73
Clermont-Ferrand	Lyon	125.15
Clermont-Ferrand	Marseille	320.98
Clermont-Ferrand	Metz	432.82
Clermont-Ferrand	Montpellier	247.71
Clermont-Ferrand	Mulhouse	375.08
Clermont-Ferrand	Nancy	393.10
Clermont-Ferrand	Nantes	368.25
Clermont-Ferrand	Nice	378.17
Clermont-Ferrand	Orléans	250.98
Clermont-Ferrand	PARIS	346.68
Clermont-Ferrand	Perpignan	342.94
Clermont-Ferrand	Reims	393.27
Clermont-Ferrand	Rennes	428.26
Clermont-Ferrand	Rouen	431.76
Clermont-Ferrand	Saint-Étienne	100.60
Clermont-Ferrand	Strasbourg	457.22
Clermont-Ferrand	Toulon	358.59
Clermont-Ferrand	Toulouse	268.71
Clermont-Ferrand	Tours	247.97
Clermont-Ferrand	Freiburg im Breisgau	420.92
Clermont-Ferrand	Genova	445.34
Clermont-Ferrand	Milano	438.13
Clermont-Ferrand	Torino	338.29
Clermont-Ferrand	Badalona	485.39
Clermont-Ferrand	Barcelona	493.37
Clermont-Ferrand	L'Hospitalet de Llobregat	496.67
Clermont-Ferrand	Sabadell	476.45
Clermont-Ferrand	Terrassa	475.29
Clermont-Ferrand	Bâle	378.25
Clermont-Ferrand	BERNE	338.51
Clermont-Ferrand	Genève	224.15
Clermont-Ferrand	Lausanne	267.06
Clermont-Ferrand	Luzern	399.46
Clermont-Ferrand	Zürich	428.88
Dijon	Grenoble	242.65
Dijon	Le Havre	427.65
Dijon	Le Mans	354.71
Dijon	Lille	395.13
Dijon	Lyon	174.69
Dijon	Marseille	448.64
Dijon	Metz	215.95
Dijon	Montpellier	421.27
Dijon	Mulhouse	170.95
Dijon	Nancy	173.18
Dijon	Nantes	471.73
Dijon	Nice	433.29
Dijon	Orléans	233.15
Dijon	PARIS	257.27
Dijon	Reims	227.27
Dijon	Rennes	488.56
Dijon	Rouen	367.80
Dijon	Saint-Étienne	214.56
Dijon	Strasbourg	239.34
Dijon	Toulon	471.30
Dijon	Toulouse	487.15
Dijon	Tours	311.30
Dijon	Aachen	391.67
Dijon	Augsburg	434.65
Dijon	Bochum	488.52
Dijon	Bonn	407.53
Dijon	Dortmund	497.78
Dijon	Duisburg	474.02
Dijon	Düsseldorf	451.85
Dijon	Essen	481.56
Dijon	Frankfurt am Main	405.12
Dijon	Freiburg im Breisgau	214.34
Dijon	Gelsenkirchen	488.88
Dijon	Karlsruhe	304.90
Dijon	Köln	425.28
Dijon	Krefeld	459.54
Dijon	Mainz	377.42
Dijon	Mannheim	343.83
Dijon	Mönchengladbach	442.45
Dijon	München	475.91
Dijon	Nürnberg	492.51
Dijon	Oberhausen	479.47
Dijon	Stuttgart	337.42
Dijon	Wiesbaden	383.08
Dijon	Wuppertal	464.63
Dijon	Genova	427.39
Dijon	Milano	361.42
Dijon	Torino	313.98
Dijon	Verona	474.31
Dijon	Eindhoven	460.26
Dijon	Tilburg	471.58
Dijon	Bâle	183.96
Dijon	BERNE	177.25
Dijon	Genève	147.57
Dijon	Lausanne	144.46
Dijon	Luzern	235.32
Dijon	Zürich	250.38
Grenoble	Lyon	90.58
Grenoble	Marseille	212.13
Grenoble	Metz	438.78
Grenoble	Montpellier	220.11
Grenoble	Mulhouse	307.03
Grenoble	Nancy	391.55
Grenoble	Nice	198.46
Grenoble	Orléans	407.68
Grenoble	PARIS	474.68
Grenoble	Perpignan	343.50
Grenoble	Reims	469.11
Grenoble	Saint-Étienne	100.43
Grenoble	Strasbourg	404.61
Grenoble	Toulon	229.90
Grenoble	Toulouse	353.84
Grenoble	Tours	436.24
Grenoble	Freiburg im Breisgau	347.20
Grenoble	Karlsruhe	465.92
Grenoble	Stuttgart	469.44
Grenoble	Bologna	408.29
Grenoble	Firenze	425.04
Grenoble	Genova	244.60
Grenoble	Milano	248.96
Grenoble	Padova	439.53
Grenoble	Torino	139.83
Grenoble	Venezia	472.63
Grenoble	Verona	376.89
Grenoble	Badalona	485.06
Grenoble	Barcelona	494.01
Grenoble	L'Hospitalet de Llobregat	499.08
Grenoble	Sabadell	481.34
Grenoble	Terrassa	483.42
Grenoble	Bâle	295.21
Grenoble	BERNE	231.20
Grenoble	Genève	116.64
Grenoble	Lausanne	161.76
Grenoble	Luzern	277.04
Grenoble	Zürich	315.28
Le Havre	Le Mans	165.57
Le Havre	Lille	246.64
Le Havre	Metz	435.88
Le Havre	Nancy	443.43
Le Havre	Nantes	279.74
Le Havre	Orléans	218.95
Le Havre	PARIS	175.39
Le Havre	Reims	281.79
Le Havre	Rennes	200.06
Le Havre	Rouen	70.75
Le Havre	Tours	237.81
Le Havre	Aachen	450.49
Le Havre	Mönchengladbach	490.42
Le Havre	AMSTERDAM	468.77
Le Havre	Eindhoven	439.57
Le Havre	Rotterdam	412.38
Le Havre	s-Gravenhage	413.60
Le Havre	Tilburg	423.48
Le Havre	Utrecht	460.11
Le Havre	Birmingham	362.08
Le Havre	Bradford	496.78
Le Havre	Brighton and Hove	151.53
Le Havre	Bristol	291.54
Le Havre	Cardiff	322.78
Le Havre	Coventry	344.38
Le Havre	Derby	397.93
Le Havre	Kingston-upon-Hull	474.07
Le Havre	Leeds	493.33
Le Havre	Leicester	360.81
Le Havre	Liverpool	488.69
Le Havre	LONDON	224.73
Le Havre	Luton	268.02
Le Havre	Manchester	474.43
Le Havre	Northampton	313.76
Le Havre	Nottingham	395.40
Le Havre	Plymouth	319.22
Le Havre	Portsmouth	168.56
Le Havre	Reading	231.65
Le Havre	Sheffield	447.07
Le Havre	Southampton	190.45
Le Havre	Stoke-on-Trent	424.83
Le Havre	Wolverhampton	379.33
Le Mans	Lille	357.28
Le Mans	Lyon	415.36
Le Mans	Metz	445.11
Le Mans	Nancy	434.81
Le Mans	Nantes	152.90
Le Mans	Orléans	122.95
Le Mans	PARIS	180.75
Le Mans	Reims	307.51
Le Mans	Rennes	134.69
Le Mans	Rouen	171.92
Le Mans	Saint-Étienne	414.03
Le Mans	Toulouse	498.09
Le Mans	Tours	77.19
Le Mans	Genève	470.49
Le Mans	Lausanne	488.97
Le Mans	Brighton and Hove	316.83
Le Mans	Bristol	432.49
Le Mans	Cardiff	455.84
Le Mans	LONDON	390.24
Le Mans	Luton	433.07
Le Mans	Northampton	477.33
Le Mans	Plymouth	406.80
Le Mans	Portsmouth	324.26
Le Mans	Reading	392.86
Le Mans	Southampton	341.96
Lille	Metz	279.35
Lille	Mulhouse	443.73
Lille	Nancy	310.68
Lille	Orléans	315.28
Lille	PARIS	204.54
Lille	Reims	168.36
Lille	Rennes	440.48
Lille	Rouen	193.79
Lille	Strasbourg	405.55
Lille	Tours	399.24
Lille	Aachen	216.51
Lille	Bielefeld	420.12
Lille	Bochum	311.70
Lille	Bonn	288.87
Lille	Bremen	492.30
Lille	Dortmund	329.54
Lille	Duisburg	278.81
Lille	Düsseldorf	273.43
Lille	Essen	297.02
Lille	Frankfurt am Main	405.97
Lille	Freiburg im Breisgau	451.07
Lille	Gelsenkirchen	304.31
Lille	Karlsruhe	422.70
Lille	Kassel	465.83
Lille	Köln	280.61
Lille	Krefeld	261.90
Lille	Mainz	379.36
Lille	Mannheim	406.91
Lille	Mönchengladbach	248.96
Lille	Münster (Westf.)	358.40
Lille	Oberhausen	286.27
Lille	Stuttgart	483.76
Lille	Wiesbaden	375.35
Lille	Wuppertal	302.36
Lille	AMSTERDAM	233.37
Lille	Eindhoven	193.10
Lille	Groningen	381.32
Lille	Rotterdam	174.68
Lille	s-Gravenhage	181.84
Lille	Tilburg	177.14
Lille	Utrecht	218.52
Lille	Bâle	471.21
Lille	Birmingham	410.08
Lille	Bradford	492.01
Lille	Brighton and Hove	230.92
Lille	Bristol	414.84
Lille	Cardiff	456.16
Lille	Coventry	381.89
Lille	Derby	412.33
Lille	Kingston-upon-Hull	422.83
Lille	Leeds	481.96
Lille	Leicester	373.58
Lille	LONDON	247.90
Lille	Luton	284.56
Lille	Manchester	494.16
Lille	Northampton	334.57
Lille	Nottingham	396.54
Lille	Portsmouth	296.53
Lille	Reading	302.47
Lille	Sheffield	445.38
Lille	Southampton	320.81
Lille	Stoke-on-Trent	459.10
Lille	Wolverhampton	429.86
Lyon	Marseille	276.67
Lyon	Metz	386.33
Lyon	Montpellier	248.49
Lyon	Mulhouse	284.83
Lyon	Nancy	340.75
Lyon	Nantes	484.69
Lyon	Nice	287.67
Lyon	Orléans	317.31
Lyon	PARIS	387.84
Lyon	Perpignan	367.58
Lyon	Reims	393.73
Lyon	Rouen	489.32
Lyon	Saint-Étienne	47.55
Lyon	Strasbourg	377.54
Lyon	Toulon	303.30
Lyon	Toulouse	340.75
Lyon	Tours	347.50
Lyon	Freiburg im Breisgau	329.55
Lyon	Karlsruhe	442.69
Lyon	Mannheim	489.97
Lyon	Stuttgart	457.90
Lyon	Bologna	486.34
Lyon	Genova	329.56
Lyon	Milano	313.31
Lyon	Torino	217.80
Lyon	Verona	441.90
Lyon	Bâle	281.02
Lyon	BERNE	229.42
Lyon	Genève	106.19
Lyon	Lausanne	154.30
Lyon	Luzern	287.02
Lyon	Zürich	320.42
Marseille	Montpellier	112.38
Marseille	Nice	143.02
Marseille	Perpignan	189.03
Marseille	Saint-Étienne	248.75
Marseille	Toulon	44.34
Marseille	Toulouse	282.78
Marseille	Bologna	447.39
Marseille	Firenze	424.11
Marseille	Genova	283.24
Marseille	Milano	364.67
Marseille	Torino	257.33
Marseille	Verona	467.40
Marseille	Badalona	303.43
Marseille	Barcelona	312.17
Marseille	L'Hospitalet de Llobregat	317.99
Marseille	Palma de Mallorca	458.10
Marseille	Sabadell	303.83
Marseille	Terrassa	308.09
Marseille	Zaragoza	482.95
Marseille	BERNE	432.87
Marseille	Genève	328.12
Marseille	Lausanne	370.19
Marseille	Luzern	467.61
Metz	Mulhouse	173.96
Metz	Nancy	47.41
Metz	Orléans	333.85
Metz	PARIS	275.04
Metz	Reims	154.10
Metz	Rouen	365.14
Metz	Saint-Étienne	429.05
Metz	Strasbourg	127.35
Metz	Tours	437.03
Metz	Aachen	184.50
Metz	Augsburg	347.89
Metz	Bielefeld	363.98
Metz	Bochum	273.28
Metz	Bonn	191.63
Metz	Braunschweig	468.12
Metz	Bremen	478.81
Metz	Dortmund	282.00
Metz	Duisburg	261.05
Metz	Düsseldorf	238.26
Metz	Erfurt	403.91
Metz	Essen	267.11
Metz	Frankfurt am Main	210.39
Metz	Freiburg im Breisgau	173.06
Metz	Gelsenkirchen	274.16
Metz	Halle (Saale)	490.70
Metz	Hannover	442.83
Metz	Karlsruhe	159.73
Metz	Kassel	340.50
Metz	Köln	210.03
Metz	Krefeld	247.90
Metz	Mainz	179.36
Metz	Mannheim	168.89
Metz	Mönchengladbach	231.69
Metz	München	401.22
Metz	Münster (Westf.)	332.52
Metz	Nürnberg	352.39
Metz	Oberhausen	265.96
Metz	Stuttgart	218.09
Metz	Wiesbaden	182.42
Metz	Wuppertal	249.18
Metz	Milano	460.15
Metz	Torino	463.66
Metz	AMSTERDAM	373.50
Metz	Eindhoven	264.35
Metz	Groningen	457.12
Metz	Rotterdam	335.18
Metz	s-Gravenhage	356.05
Metz	Tilburg	282.47
Metz	Utrecht	339.82
Metz	Bâle	200.98
Metz	BERNE	258.30
Metz	Genève	324.77
Metz	Lausanne	290.98
Metz	Luzern	276.06
Metz	Zürich	257.76
Metz	Brighton and Hove	491.40
Montpellier	Nice	242.71
Montpellier	Orléans	497.94
Montpellier	Perpignan	123.46
Montpellier	Saint-Étienne	206.80
Montpellier	Toulon	156.47
Montpellier	Toulouse	173.92
Montpellier	Tours	478.37
Montpellier	Genova	372.28
Montpellier	Milano	432.44
Montpellier	Torino	316.74
Montpellier	Badalona	267.31
Montpellier	Barcelona	276.18
Montpellier	Bilbao	488.58
Montpellier	L'Hospitalet de Llobregat	280.95
Montpellier	Palma de Mallorca	458.31
Montpellier	Sabadell	262.53
Montpellier	Terrassa	264.16
Montpellier	Vitoria-Gasteiz	475.94
Montpellier	Zaragoza	404.06
Montpellier	BERNE	450.86
Montpellier	Genève	330.86
Montpellier	Lausanne	379.17
Montpellier	Luzern	496.79
Mulhouse	Nancy	133.92
Mulhouse	Nice	450.32
Mulhouse	Orléans	388.66
Mulhouse	PARIS	377.40
Mulhouse	Reims	290.16
Mulhouse	Rouen	484.68
Mulhouse	Saint-Étienne	332.33
Mulhouse	Strasbourg	97.80
Mulhouse	Tours	477.13
Mulhouse	Aachen	348.94
Mulhouse	Augsburg	263.72
Mulhouse	Bielefeld	483.10
Mulhouse	Bochum	415.81
Mulhouse	Bonn	333.13
Mulhouse	Dortmund	419.42
Mulhouse	Duisburg	412.59
Mulhouse	Düsseldorf	389.26
Mulhouse	Erfurt	446.01
Mulhouse	Essen	413.74
Mulhouse	Frankfurt am Main	280.09
Mulhouse	Freiburg im Breisgau	45.85
Mulhouse	Gelsenkirchen	419.33
Mulhouse	Karlsruhe	159.58
Mulhouse	Kassel	426.00
Mulhouse	Köln	356.26
Mulhouse	Krefeld	403.01
Mulhouse	Mainz	259.72
Mulhouse	Mannheim	210.09
Mulhouse	Mönchengladbach	389.16
Mulhouse	München	306.01
Mulhouse	Münster (Westf.)	469.02
Mulhouse	Nürnberg	327.95
Mulhouse	Oberhausen	415.82
Mulhouse	Stuttgart	174.69
Mulhouse	Wiesbaden	267.82
Mulhouse	Wuppertal	391.65
Mulhouse	Bologna	461.58
Mulhouse	Genova	388.78
Mulhouse	Milano	286.21
Mulhouse	Padova	415.80
Mulhouse	Torino	299.18
Mulhouse	Venezia	440.07
Mulhouse	Verona	366.38
Mulhouse	Eindhoven	433.59
Mulhouse	Tilburg	453.88
Mulhouse	Bâle	27.52
Mulhouse	BERNE	89.23
Mulhouse	Genève	191.93
Mulhouse	Lausanne	145.38
Mulhouse	Luzern	103.82
Mulhouse	Zürich	95.60
Nancy	Orléans	318.07
Nancy	PARIS	274.58
Nancy	Reims	166.15
Nancy	Rouen	373.27
Nancy	Saint-Étienne	384.22
Nancy	Strasbourg	112.72
Nancy	Tours	418.79
Nancy	Aachen	231.91
Nancy	Augsburg	339.10
Nancy	Bielefeld	406.40
Nancy	Bochum	319.04
Nancy	Bonn	236.56
Nancy	Dortmund	327.03
Nancy	Duisburg	307.87
Nancy	Düsseldorf	284.95
Nancy	Erfurt	429.71
Nancy	Essen	313.39
Nancy	Frankfurt am Main	238.30
Nancy	Freiburg im Breisgau	142.19
Nancy	Gelsenkirchen	320.28
Nancy	Hannover	482.12
Nancy	Karlsruhe	162.51
Nancy	Kassel	375.66
Nancy	Köln	255.92
Nancy	Krefeld	295.01
Nancy	Mainz	208.73
Nancy	Mannheim	185.77
Nancy	Mönchengladbach	278.94
Nancy	München	390.47
Nancy	Münster (Westf.)	377.69
Nancy	Nürnberg	360.00
Nancy	Oberhausen	312.63
Nancy	Stuttgart	214.46
Nancy	Wiesbaden	213.39
Nancy	Wuppertal	294.78
Nancy	Milano	418.59
Nancy	Torino	417.56
Nancy	Verona	499.49
Nancy	AMSTERDAM	419.73
Nancy	Eindhoven	311.06
Nancy	Rotterdam	379.87
Nancy	s-Gravenhage	400.43
Nancy	Tilburg	328.41
Nancy	Utrecht	386.27
Nancy	Bâle	161.43
Nancy	BERNE	214.38
Nancy	Genève	277.37
Nancy	Lausanne	243.86
Nancy	Luzern	237.63
Nancy	Zürich	223.77
Nantes	Orléans	259.03
Nantes	PARIS	333.50
Nantes	Reims	459.38
Nantes	Rennes	99.76
Nantes	Rouen	311.45
Nantes	Saint-Étienne	468.67
Nantes	Toulouse	455.82
Nantes	Tours	161.51
Nantes	Bilbao	451.20
Nantes	Vitoria-Gasteiz	493.14
Nantes	Brighton and Hove	415.94
Nantes	Bristol	477.24
Nantes	Cardiff	488.49
Nantes	LONDON	488.11
Nantes	Plymouth	396.70
Nantes	Portsmouth	400.48
Nantes	Reading	473.54
Nantes	Southampton	410.16
Nice	Perpignan	331.98
Nice	Saint-Étienne	282.68
Nice	Toulon	115.11
Nice	Toulouse	416.56
Nice	Freiburg im Breisgau	479.85
Nice	Bologna	304.40
Nice	Firenze	285.19
Nice	Genova	142.69
Nice	Milano	239.82
Nice	Padova	380.13
Nice	ROMA	423.66
Nice	Torino	154.98
Nice	Venezia	410.56
Nice	Verona	329.09
Nice	Badalona	437.77
Nice	Barcelona	446.16
Nice	L'Hospitalet de Llobregat	452.18
Nice	Sabadell	439.95
Nice	Terrassa	444.93
Nice	Bâle	429.91
Nice	BERNE	361.67
Nice	Genève	289.67
Nice	Lausanne	317.24
Nice	Luzern	380.11
Nice	Zürich	418.66
Orléans	PARIS	110.80
Orléans	Reims	214.00
Orléans	Rennes	257.64
Orléans	Rouen	180.79
Orléans	Saint-Étienne	326.39
Orléans	Strasbourg	424.55
Orléans	Toulouse	479.55
Orléans	Tours	104.22
Orléans	Aachen	437.51
Orléans	Bonn	487.08
Orléans	Freiburg im Breisgau	424.89
Orléans	Karlsruhe	480.36
Orléans	Köln	494.57
Orléans	Mönchengladbach	488.88
Orléans	Eindhoven	468.90
Orléans	Rotterdam	483.29
Orléans	s-Gravenhage	494.10
Orléans	Tilburg	465.91
Orléans	Bâle	407.87
Orléans	BERNE	410.30
Orléans	Genève	357.30
Orléans	Lausanne	371.10
Orléans	Luzern	467.11
Orléans	Zürich	477.97
Orléans	Brighton and Hove	359.05
Orléans	LONDON	426.79
Orléans	Luton	472.66
Orléans	Portsmouth	387.01
Orléans	Reading	445.88
Orléans	Southampton	409.36
PARIS	Reims	128.18
PARIS	Rennes	299.95
PARIS	Rouen	110.93
PARIS	Saint-Étienne	407.17
PARIS	Strasbourg	387.23
PARIS	Tours	201.93
PARIS	Aachen	341.86
PARIS	Bochum	454.45
PARIS	Bonn	398.81
PARIS	Dortmund	470.30
PARIS	Duisburg	426.25
PARIS	Düsseldorf	411.82
PARIS	Essen	441.66
PARIS	Frankfurt am Main	473.67
PARIS	Freiburg im Breisgau	404.60
PARIS	Gelsenkirchen	449.84
PARIS	Karlsruhe	433.04
PARIS	Köln	402.81
PARIS	Krefeld	408.19
PARIS	Mainz	442.36
PARIS	Mannheim	442.92
PARIS	Mönchengladbach	391.12
PARIS	Oberhausen	433.70
PARIS	Stuttgart	488.32
PARIS	Wiesbaden	442.68
PARIS	Wuppertal	436.90
PARIS	AMSTERDAM	431.49
PARIS	Eindhoven	363.74
PARIS	Rotterdam	373.18
PARIS	s-Gravenhage	383.55
PARIS	Tilburg	358.57
PARIS	Utrecht	410.85
PARIS	Bâle	401.33
PARIS	BERNE	422.00
PARIS	Genève	401.19
PARIS	Lausanne	401.54
PARIS	Luzern	470.79
PARIS	Zürich	472.47
PARIS	Brighton and Hove	284.55
PARIS	Bristol	456.90
PARIS	Cardiff	491.66
PARIS	Coventry	482.18
PARIS	Leicester	488.90
PARIS	LONDON	344.17
PARIS	Luton	390.19
PARIS	Northampton	442.23
PARIS	Plymouth	493.98
PARIS	Portsmouth	327.11
PARIS	Reading	374.33
PARIS	Southampton	352.07
Perpignan	Saint-Étienne	323.25
Perpignan	Toulon	222.16
Perpignan	Toulouse	144.68
Perpignan	Genova	471.79
Perpignan	Torino	432.08
Perpignan	Badalona	146.53
Perpignan	Barcelona	155.17
Perpignan	Bilbao	421.57
Perpignan	L'Hospitalet de Llobregat	159.48
Perpignan	Palma de Mallorca	348.69
Perpignan	Sabadell	140.31
Perpignan	Terrassa	141.34
Perpignan	Valencia	428.80
Perpignan	Vitoria-Gasteiz	398.43
Perpignan	Zaragoza	294.05
Perpignan	Genève	453.95
Reims	Rennes	427.87
Reims	Rouen	211.05
Reims	Saint-Étienne	425.66
Reims	Strasbourg	276.25
Reims	Tours	316.78
Reims	Aachen	223.81
Reims	Bielefeld	444.90
Reims	Bochum	336.48
Reims	Bonn	274.24
Reims	Dortmund	351.19
Reims	Duisburg	311.06
Reims	Düsseldorf	294.05
Reims	Essen	324.80
Reims	Frankfurt am Main	345.77
Reims	Freiburg im Breisgau	306.95
Reims	Gelsenkirchen	333.00
Reims	Karlsruhe	313.81
Reims	Kassel	452.64
Reims	Köln	280.74
Reims	Krefeld	293.41
Reims	Mainz	314.55
Reims	Mannheim	318.17
Reims	Mönchengladbach	275.69
Reims	Münster (Westf.)	395.74
Reims	Oberhausen	318.19
Reims	Stuttgart	371.93
Reims	Wiesbaden	314.67
Reims	Wuppertal	316.96
Reims	AMSTERDAM	352.13
Reims	Eindhoven	264.08
Reims	Groningen	476.72
Reims	Rotterdam	298.22
Reims	s-Gravenhage	314.01
Reims	Tilburg	266.87
Reims	Utrecht	325.05
Reims	Bâle	316.90
Reims	BERNE	354.76
Reims	Genève	372.23
Reims	Lausanne	356.80
Reims	Luzern	392.07
Reims	Zürich	384.76
Reims	Brighton and Hove	347.29
Reims	LONDON	388.77
Reims	Luton	431.49
Reims	Northampton	483.94
Reims	Portsmouth	403.69
Reims	Reading	433.34
Reims	Southampton	429.63
Rennes	Rouen	247.43
Rennes	Tours	187.44
Rennes	Birmingham	486.46
Rennes	Brighton and Hove	323.35
Rennes	Bristol	377.75
Rennes	Cardiff	390.13
Rennes	Coventry	478.39
Rennes	LONDON	393.93
Rennes	Luton	428.92
Rennes	Northampton	462.72
Rennes	Plymouth	307.03
Rennes	Portsmouth	302.76
Rennes	Reading	375.78
Rennes	Southampton	311.29
Rennes	Wolverhampton	498.92
Rouen	Strasbourg	485.40
Rouen	Tours	230.04
Rouen	Aachen	386.52
Rouen	Bochum	493.41
Rouen	Bonn	453.03
Rouen	Duisburg	461.93
Rouen	Düsseldorf	452.26
Rouen	Essen	479.28
Rouen	Gelsenkirchen	487.11
Rouen	Köln	451.34
Rouen	Krefeld	444.12
Rouen	Mönchengladbach	428.92
Rouen	Oberhausen	469.54
Rouen	Wuppertal	480.03
Rouen	AMSTERDAM	424.64
Rouen	Eindhoven	383.36
Rouen	Rotterdam	366.57
Rouen	s-Gravenhage	370.86
Rouen	Tilburg	370.03
Rouen	Utrecht	411.98
Rouen	Birmingham	400.42
Rouen	Brighton and Hove	179.87
Rouen	Bristol	346.22
Rouen	Cardiff	380.74
Rouen	Coventry	379.18
Rouen	Derby	428.79
Rouen	Kingston-upon-Hull	489.78
Rouen	Leicester	389.70
Rouen	LONDON	246.07
Rouen	Luton	292.02
Rouen	Northampton	342.36
Rouen	Nottingham	422.62
Rouen	Plymouth	388.48
Rouen	Portsmouth	216.99
Rouen	Reading	268.57
Rouen	Sheffield	475.33
Rouen	Southampton	241.63
Rouen	Stoke-on-Trent	461.77
Rouen	Wolverhampton	418.96
Saint-Étienne	Strasbourg	424.64
Saint-Étienne	Toulon	280.23
Saint-Étienne	Toulouse	293.30
Saint-Étienne	Tours	342.09
Saint-Étienne	Freiburg im Breisgau	377.10
Saint-Étienne	Karlsruhe	489.95
Saint-Étienne	Genova	344.81
Saint-Étienne	Milano	343.44
Saint-Étienne	Torino	239.22
Saint-Étienne	Verona	472.27
Saint-Étienne	Badalona	469.77
Saint-Étienne	Barcelona	478.42
Saint-Étienne	L'Hospitalet de Llobregat	482.69
Saint-Étienne	Sabadell	463.30
Saint-Étienne	Terrassa	463.79
Saint-Étienne	Bâle	328.53
Saint-Étienne	BERNE	276.00
Saint-Étienne	Genève	151.69
Saint-Étienne	Lausanne	200.67
Saint-Étienne	Luzern	332.58
Saint-Étienne	Zürich	366.76
Strasbourg	Aachen	271.50
Strasbourg	Augsburg	226.38
Strasbourg	Bielefeld	386.31
Strasbourg	Bochum	324.69
Strasbourg	Bonn	243.90
Strasbourg	Braunschweig	455.05
Strasbourg	Chemnitz	446.62
Strasbourg	Dortmund	326.70
Strasbourg	Duisburg	325.07
Strasbourg	Düsseldorf	302.06
Strasbourg	Erfurt	354.80
Strasbourg	Essen	324.12
Strasbourg	Frankfurt am Main	182.44
Strasbourg	Freiburg im Breisgau	65.88
Strasbourg	Gelsenkirchen	329.06
Strasbourg	Halle (Saale)	441.66
Strasbourg	Hannover	445.11
Strasbourg	Karlsruhe	66.23
Strasbourg	Kassel	328.46
Strasbourg	Köln	268.00
