Stadt	Einwohner	Land	Breitengrad	Laengengrad
Uhta	121479.0	Russia	63.5624585	53.684243
Ulan-Ude	413850.0	Russia	51.8357841	107.5839105
Ulyanovsk	637637.0	Russia	54.3107593	48.3642771
Ussuriisk	189502.0	Russia	43.7972447	131.9520752
Velikiy Novgorod	219941.0	Russia	58.5209862	31.2757862
Vladikavkaz	327448.0	Russia	43.024593	44.68211
Vladimir	349525.0	Russia	56.1288899	40.4075203
Vladivostok	624281.0	Russia	43.1150678	131.8855768
Volgodonsk	170189.0	Russia	47.541407199999995	42.228104828647545
Volgograd	1018762.0	Russia	48.64820995	44.38576379902911
Vologda	313679.0	Russia	59.218876	39.893276
Volzhsky	327460.0	Russia	48.782102	44.7779843
Voronezh	997447.0	Russia	51.6605982	39.2005858
Yakutsk	298926.0	Russia	62.027287	129.732086
Yaroslavl	597161.0	Russia	57.64955255	39.87485827162618
Yoshkar-Ola	265626.0	Russia	56.6328248	47.8972462
Yuzhno-Sakhalinsk	195104.0	Russia	46.9574273	142.727438
Zheleznodorozhny	138814.0	Russia	55.7459388	38.0158304
Zhukovsky	106555.0	Russia	55.569172699999996	38.116801910954834
Zlatoust	175178.0	Russia	55.1674213	59.6792625
SAN MARINO	4127.0	San Marino	43.9458623	12.458306
BEOGRAD (BELGRADE)	1687132.0	Serbia	44.8178131	20.4568974
Čačak	111075.0	Serbia	43.8913319	20.3501125
Kragujevac	177977.0	Serbia	44.0125745	20.91877
Kraljevo	119585.0	Serbia	43.7235798	20.6875995
Kruševac	122437.0	Serbia	43.5825653	21.326599
Leskovac	136888.0	Serbia	42.9951304	21.9464271
Niš	256825.0	Serbia	43.321504	21.8957301
Novi Pazar	105490.0	Serbia	43.136667	20.512222
Novi Sad	356126.0	Serbia	45.2551338	19.8451756
Pancevo	120361.0	Serbia	44.8705686	20.6399643
Šabac	111709.0	Serbia	44.7571535	19.6953972
Smederevo	104125.0	Serbia	44.6662524	20.9269355
Subotica	137753.0	Serbia	46.1000129	19.6640974
Zrenjanin	117735.0	Serbia	45.3802683	20.3907614
BRATISLAVA	427744.0	Slovakia	48.1516988	17.1093063
Kosice	239119.0	Slovakia	48.7172272	21.2496774
LJUBLJANA	281494.0	Slovenia	46.0499803	14.5068602
Maribor	107834.0	Slovenia	46.555628	15.64477
A Coruña	244474.0	Spain	43.3712091	-8.3958768
Albacete	172933.0	Spain	38.9890121	-1.8548699
Alcalá de Henares	194030.0	Spain	40.4818396	-3.3644973
Alcobendas	115450.0	Spain	40.5400082	-3.6358494
Alcorcón	168821.0	Spain	40.3492998	-3.8284295
Algeciras	121273.0	Spain	36.1310804	-5.4487055
Alicante/Alacant	330782.0	Spain	38.353738	-0.4901846
Almería	196120.0	Spain	36.8414197	-2.4628135
Badajoz	150536.0	Spain	38.8780585	-6.9702048
Badalona	216794.0	Spain	41.4493539	2.248254
Barakaldo	100374.0	Spain	43.29548	-2.9900933
Barcelona	1620576.0	Spain	41.3828939	2.1774322
Bilbao	345465.0	Spain	43.2630051	-2.9349915
Burgos	175772.0	Spain	42.343926	-3.696977
Cádiz	117513.0	Spain	36.5297438	-6.2928976
Cartagena	214060.0	Spain	37.6267868	-1.0006184
Castellón de la Plana/Castelló de la Plana	170193.0	Spain	39.9860347	-0.0377354
Córdoba	325812.0	Spain	37.8845813	-4.7760138
Donostia/San Sebastián	186517.0	Spain	43.3224219	-1.9838889
Dos Hermanas	132859.0	Spain	37.283689	-5.9226718
Elche/Elx	229650.0	Spain	38.2682326	-0.696458
Fuenlabrada	194127.0	Spain	40.282476	-3.7923422
Getafe	179517.0	Spain	40.3081807	-3.7302679
Gijón	272104.0	Spain	43.5450394	-5.6626443
Granada	232489.0	Spain	37.183054	-3.6021928
Huelva	144686.0	Spain	37.2575874	-6.9484945
Jaén	113847.0	Spain	37.9557275	-3.492055612037218
Jerez de la Frontera	212897.0	Spain	36.6816936	-6.1377402
Las Palmas de Gran Canaria	378083.0	Spain	28.128874	-15.4349448
Leganés	188072.0	Spain	40.3281942	-3.76527
León	125044.0	Spain	42.63414505	-5.971415104539984
L'Hospitalet de Llobregat	259208.0	Spain	41.3598601	2.0997927
Lleida	137591.0	Spain	41.6147605	0.6267842
Logroño	151046.0	Spain	42.4661196	-2.4396676
MADRID	3203157.0	Spain	40.4167047	-3.7035825
Málaga	570014.0	Spain	36.7213028	-4.4216366
Marbella	141317.0	Spain	36.508976	-4.88562
Mataró	126557.0	Spain	41.5398348	2.4448926
Móstoles	206842.0	Spain	40.3238525	-3.8649214
Murcia	445212.0	Spain	37.9923795	-1.1305431
Ourense	105570.0	Spain	42.1968459	-7.6114105
Oviedo	220160.0	Spain	43.3605977	-5.8448989
Palma de Mallorca	408076.0	Spain	39.5695818	2.6500745
Pamplona/Iruña	198102.0	Spain	42.8184538	-1.6442556
Parla	127077.0	Spain	40.2373952	-3.7718902
Reus	103300.0	Spain	41.1555564	1.1076133
Sabadell	210832.0	Spain	41.5421013	2.1138977
Salamanca	144207.0	Spain	40.9651572	-5.6640182
San Cristóbal de La Laguna	154602.0	Spain	28.4857715	-16.3159422
Santa Coloma de Gramenet	118209.0	Spain	41.4515626	2.2083371
Santa Cruz de Tenerife	204274.0	Spain	28.469648	-16.2540884
Santander	171997.0	Spain	43.4620412	-3.8099719
Sevilla	689072.0	Spain	37.3886303	-5.9953403
Tarragona	131903.0	Spain	41.1172364	1.2546057
Telde	102214.0	Spain	27.9984538	-15.4166761
Terrassa	217481.0	Spain	41.5629885	2.0102442
Torrejón de Ardoz	128871.0	Spain	40.4587767	-3.4793343
Valencia	789610.0	Spain	39.4697065	-0.3763353
Valladolid	299290.0	Spain	41.6521328	-4.728562
Vigo	293314.0	Spain	42.2376602	-8.7247205
Vitoria-Gasteiz	248076.0	Spain	42.8465088	-2.6724025
Zaragoza	665909.0	Spain	41.6521342	-0.8809428
Göteborg	491629.5	Sweden	57.7072326	11.9670171
Helsingborg	124187.5	Sweden	56.0441984	12.7040684
Jönköping	122951.5	Sweden	57.7825634	14.165719
Linköping	139473.5	Sweden	58.4098135	15.6245252
Malmö	278522.5	Sweden	55.6052931	13.0001566
Norrköping	126071.5	Sweden	58.5909124	16.1903511
Orebro	129703.0	Sweden	59.2747287	15.2151181
STOCKHOLM	789024.0	Sweden	59.3251172	18.0710935
Umeå	111503.0	Sweden	63.8256568	20.2630745
Uppsala	186364.0	Sweden	59.8586126	17.6387436
Västerås	133324.0	Sweden	59.6110992	16.5463679
Brugg Canton	110693.0	Switzerland	47.3040993	9.1068339
Bâle	547761.0	Switzerland	47.5581077	7.5878261
BERNE	418225.0	Switzerland	46.9482713	7.4514512
Fribourg	108809.0	Switzerland	46.6789116	7.1027113
Genève	592060.0	Switzerland	46.2017559	6.1466014
Lausanne	420757.0	Switzerland	46.5218269	6.6327025
Lugano	151207.0	Switzerland	46.0050102	8.9520281
Luzern	229407.0	Switzerland	47.0505452	8.3054682
Zofingen	100866.0	Switzerland	47.288491	7.9458259
St. Gallen	166762.0	Switzerland	47.4250593	9.3765878
Winterthur	141619.0	Switzerland	47.4991723	8.7291498
Zug	130668.0	Switzerland	47.1486137	8.5539378
Zürich	1369041.0	Switzerland	47.3723941	8.5423328
Alchevsk	107542.0	Ukraine	48.4693266	38.803538
Berdyansk	114999.0	Ukraine	46.978279099999995	36.7808059200313
Bila Tserkva	205247.0	Ukraine	49.8038191	30.1116924
Cherkasy	276363.0	Ukraine	49.4447888	32.0587805
Chernihiv	283579.0	Ukraine	51.49300385	31.298689452653896
Chernivtsi	261924.0	Ukraine	48.2864702	25.9376532
Dnepropetrovsk	992812.0	Ukraine	48.4680221	35.0417711
Dniprodzerzhynsk	241432.0	Ukraine	48.5167748	34.6068797
Donets'k	926086.0	Ukraine	48.0158753	37.8013407
Yenakiieve	106873.0	Ukraine	48.2305107	38.185045
Gorlivka	260223.0	Ukraine	48.3058686	38.0027664
Ivano-Frankivsk	254696.0	Ukraine	48.9225224	24.7103188
Kharkiv	1430515.0	Ukraine	49.9902794	36.2303893
Kherson	324888.0	Ukraine	46.6412644	32.625794
Khmilnyk	265583.0	Ukraine	49.556175	27.9491205
Kirovograd	233509.0	Ukraine	48.5105805	32.2656283
Kramatorsk	188096.0	Ukraine	48.72880905	37.567095278466766
Krasnyi Luch	120539.0	Ukraine	48.1351471	38.9198948
Kremenchuk	220271.0	Ukraine	49.0629553	33.403516
Krivoy Rog	630941.0	Ukraine	47.924081	33.39054023287501
KYIV	2893215.0	Ukraine	50.4500336	30.5241361
Lugansk	429077.0	Ukraine	48.5717084	39.2973153
Luts'k	213422.0	Ukraine	50.7450733	25.320078
Lviv	750044.0	Ukraine	49.841952	24.0315921
Lysychansk	112489.0	Ukraine	48.8943809	38.4432589
Makijivka	380789.0	Ukraine	48.0448144	37.9635093
Mariupol	462319.0	Ukraine	47.0957648	37.5499621
Melitopol	153839.0	Ukraine	46.8487478	35.3676448
Nikolaev	481760.0	Ukraine	46.9737705	31.9853819
Nikopol	114156.0	Ukraine	47.5692061	34.3917272
Odessa	993831.0	Ukraine	46.4873195	30.7392776
Pavlograd	107127.0	Ukraine	48.5317201	35.8703535
Poltava	282523.0	Ukraine	49.5897423	34.5507948
Rivne	243152.0	Ukraine	50.6196175	26.2513165
Sievierodonetsk	115013.0	Ukraine	48.9457932	38.4975554
Slovyansk	112479.0	Ukraine	48.848905099999996	37.58844054183906
Sumy	266550.0	Ukraine	50.9070007	34.798386
Ternopil	217171.0	Ukraine	49.5557716	25.591886
Uzhhorod	112436.0	Ukraine	48.6223502	22.3021255
Vinnitsa	370017.0	Ukraine	49.2320162	28.467975
Zaporozhye	741496.0	Ukraine	47.8507859	35.1182867
Zhytomyr	265679.0	Ukraine	50.2598298	28.6692345
Aberdeen	207932.0	United Kingdom	57.1482429	-2.0928095
Belfast	280211.0	United Kingdom	54.5964411	-5.9302761
Birmingham	1085810.0	United Kingdom	52.4796992	-1.9026911
Bolton	194189.0	United Kingdom	53.5782863	-2.4300367
Bournemouth	187503.0	United Kingdom	50.7194784	-1.8767712
Bradford	349561.0	United Kingdom	53.7944229	-1.7519186
Brighton and Hove	229700.0	United Kingdom	50.845221249999994	-0.14975850541139246
Bristol	535907.0	United Kingdom	51.4538022	-2.5972985
Cardiff	335145.0	United Kingdom	51.4816546	-3.1791934
Coventry	325949.0	United Kingdom	52.4081812	-1.510477
Derby	255394.0	United Kingdom	52.9212617	-1.4761491
Edinburgh	482005.0	United Kingdom	55.9533456	-3.1883749
Glasgow	1209143.0	United Kingdom	55.8609825	-4.2488787
Kingston-upon-Hull	284321.0	United Kingdom	53.7435722	-0.3394758
Leeds	474632.0	United Kingdom	53.7974185	-1.5437941
Leicester	443760.0	United Kingdom	52.6361398	-1.1330789
Liverpool	552267.0	United Kingdom	53.407154	-2.991665
LONDON	8135667.0	United Kingdom	51.5073219	-0.1276474
Luton	211228.0	United Kingdom	51.8784385	-0.4152837
Manchester	510746.0	United Kingdom	53.4794892	-2.2451148
Newcastle-upon-Tyne	268064.0	United Kingdom	54.9738474	-1.6131572
Northampton	215173.0	United Kingdom	52.2381355	-0.8963907
Nottingham	289301.0	United Kingdom	52.9534193	-1.1496461
Plymouth	234982.0	United Kingdom	50.3712659	-4.1425658
Portsmouth	238137.0	United Kingdom	50.8036831	-1.075614
Reading	218705.0	United Kingdom	51.456659	-0.9696512
Sheffield	518090.0	United Kingdom	53.3806626	-1.4702278
Southampton	253651.0	United Kingdom	50.9025349	-1.404189
Stoke-on-Trent	270726.0	United Kingdom	53.0162014	-2.1812607
Wolverhampton	210319.0	United Kingdom	52.5847651	-2.127567
