Stadt	Einwohner	Land	Breitengrad	Laengengrad
Huaraz	136628.0	Peru	-9.5298511	-77.5289981
Ica	251573.0	Peru	-14.338611	-75.648333
Iquitos	450799.0	Peru	-3.749365	-73.2444145
Jaen	100551.0	Peru	-5.6845697	-79.0604248
Juliaca	294921.0	Peru	-15.4915945	-70.132216
LIMA	10350721.0	Peru	-12.0621065	-77.0365256
Paita	104367.0	Peru	-5.0099903	-80.9733735
Pisco	105394.0	Peru	-13.7099813	-76.2029793
Piura	458262.0	Peru	-5.0	-80.333333
Pucallpa	211708.0	Peru	-8.3820737	-74.5387507
Puno	147385.0	Peru	-15.0	-70.0
Sullana	206213.0	Peru	-4.5684496	-80.6446943
Tacna	306021.0	Peru	-18.0138696	-70.2511597
Tarapoto	153613.0	Peru	-6.4877198	-76.3598708
Trujillo	833379.0	Peru	-8.1116778	-79.0287742
Tumbes	115141.0	Peru	-3.833333	-80.5
PARAMARIBO	240924.0	Suriname	5.8216091	-55.1770432
Wanica	118222.0	Suriname	5.75	-55.25
MONTEVIDEO	1381946.48006258	Uruguay	-34.9059039	-56.1913569
Anaco(F) (Capital)	140496.0	Venezuela	9.431216	-64.4571388
Barinas	389578.0	Venezuela	8.166667	-69.833333
Barquisimeto	881127.0	Venezuela	10.0740372	-69.3215667
Baruta	358221.0	Venezuela	10.4350067	-66.8734682
Cabimas	293365.0	Venezuela	10.3995334	-71.4609626
Cagua	118290.0	Venezuela	10.1796632	-67.4606765
CARACAS	2082130.0	Venezuela	10.506098	-66.9146017
Carora	111963.0	Venezuela	10.1710547	-70.0761957
Carúpano	156380.0	Venezuela	10.6488325	-63.2551988
Ciudad Bolívar	407452.0	Venezuela	8.1080955	-63.551078
Ciudad Guayana	877547.0	Venezuela	8.3223763	-62.6896622
Ciudad Ojeda	216489.0	Venezuela	10.2180486	-71.3279054
Cua	143164.0	Venezuela	10.1653676	-66.8865117
Cumaná	358138.0	Venezuela	10.4494466	-64.1630154
El Tigre	203403.0	Venezuela	8.8872424	-64.2530353
Guacara	192536.0	Venezuela	10.2148811	-67.8796354
Guanare	160234.0	Venezuela	9.0407855	-69.7412593
Guarenas	247131.0	Venezuela	10.4680605	-66.6075628
Guatire	177794.0	Venezuela	10.4726182	-66.5379965
Los Guayos	173878.0	Venezuela	10.1892618	-67.9382941
Los Teques	216358.0	Venezuela	10.345472	-67.0393172
Maracaibo	1653215.0	Venezuela	10.6499149	-71.6396282
Maracay	419052.0	Venezuela	10.2513662	-67.6017245
Maturín	571276.0	Venezuela	9.7452286	-63.1799873
Mérida	248410.0	Venezuela	8.5875788	-71.1572352
Naguanagua	161658.0	Venezuela	10.2496542	-68.0146232
Ocumare Del Tuy	197952.0	Venezuela	10.1136541	-66.779694
Petare	434320.0	Venezuela	10.3213908	-64.3779637
Pozuelos (F) (Capital)	144045.0	Venezuela	9.3809412	-69.7271347
Puerto Cabello	193025.0	Venezuela	10.4680625	-68.0098561
Punto Fijo	272239.0	Venezuela	11.6925865	-70.2015372
San Cristóbal	282830.0	Venezuela	7.7756663	-72.2214154
San Fernando de Apure	217590.0	Venezuela	7.8785583	-67.4681246
San Francisco	106763.0	Venezuela	10.559815	-71.6430152
Santa Lucía	133543.0	Venezuela	10.3060211	-66.6588487
Táriba	132657.0	Venezuela	7.8214316	-72.222811
Tocuyito	186755.0	Venezuela	10.0995557	-68.0871547
Turmero	238570.0	Venezuela	10.2230698	-67.4807443
Valencia	888109.0	Venezuela	10.1828036	-68.003553
Valera	161771.0	Venezuela	9.3148173	-70.6081655
