JD V-C s1 V-K1 s2 V-K2 s3 C1-K1 s4 C1-K2 s5 C2-K1 s6 C2-K2 s7 K1-K2 s8
2460492.3891782 -0.72536 0.00322 -1.66577 0.00668 -0.38046 0.00340 -0.62432 0.00749 0.66100 0.00480 -1.18492 0.00693 0.10040 0.00387 1.28531 0.00687
2460492.3935301 -0.72239 0.00326 -1.65273 0.00672 -0.36384 0.00345 -0.60757 0.00753 0.68132 0.00484 -1.17882 0.00698 0.11007 0.00393 1.28890 0.00690
2460492.4029861 -0.73873 0.00315 -1.67775 0.00640 -0.39549 0.00334 -0.62892 0.00719 0.65334 0.00468 -1.17995 0.00665 0.10231 0.00380 1.28226 0.00658
2460492.4116667 -0.80743 0.00317 -1.74840 0.00631 -0.46271 0.00334 -0.62393 0.00717 0.66177 0.00477 -1.18606 0.00661 0.09964 0.00388 1.28570 0.00653
2460492.4341319 -0.74765 0.00331 -1.66466 0.00672 -0.39082 0.00348 -0.60427 0.00757 0.66957 0.00492 -1.15953 0.00701 0.11431 0.00401 1.27384 0.00692
2460492.4486227 -0.72738 0.00329 -1.65563 0.00665 -0.37396 0.00347 -0.60717 0.00749 0.67450 0.00489 -1.17574 0.00689 0.10593 0.00391 1.28167 0.00683
2460492.4544097 -0.74495 0.00322 -1.66453 0.00659 -0.39268 0.00342 -0.59539 0.00739 0.67646 0.00479 -1.16890 0.00684 0.10295 0.00389 1.27185 0.00677
2460492.4631134 -0.78299 0.00332 -1.70570 0.00680 -0.43287 0.00354 -0.60271 0.00766 0.67012 0.00499 -1.16956 0.00709 0.10327 0.00406 1.27283 0.00703
2460492.4769097 -0.80597 0.00298 -1.72625 0.00597 -0.45020 0.00315 -0.59757 0.00677 0.67848 0.00449 -1.16873 0.00623 0.10733 0.00363 1.27605 0.00617
2460492.4921412 -0.74680 0.00287 -1.66011 0.00557 -0.38844 0.00304 -0.59610 0.00630 0.67557 0.00423 -1.15849 0.00581 0.11318 0.00346 1.27167 0.00574
2460492.4950463 -0.74687 0.00290 -1.66611 0.00568 -0.38562 0.00307 -0.60058 0.00640 0.67991 0.00426 -1.16528 0.00593 0.11521 0.00350 1.28049 0.00584
2460492.4964931 -0.73349 0.00289 -1.66212 0.00560 -0.36870 0.00307 -0.60807 0.00632 0.68536 0.00424 -1.17581 0.00583 0.11762 0.00347 1.29342 0.00577
2460492.5008449 -0.73223 0.00289 -1.65479 0.00567 -0.37108 0.00307 -0.60607 0.00637 0.67764 0.00424 -1.16731 0.00590 0.11640 0.00348 1.28371 0.00583
2460492.5189699 -0.85292 0.00284 -1.76269 0.00570 -0.48986 0.00303 -0.59188 0.00647 0.68095 0.00431 -1.15536 0.00597 0.11748 0.00351 1.27283 0.00591
2460492.5370949 -0.76121 0.00293 -1.67768 0.00573 -0.39632 0.00312 -0.60224 0.00648 0.67912 0.00434 -1.15987 0.00599 0.12149 0.00357 1.28136 0.00592
2460492.5428935 -0.72931 0.00288 -1.64326 0.00559 -0.36891 0.00304 -0.59323 0.00632 0.68112 0.00423 -1.16122 0.00582 0.11312 0.00344 1.27435 0.00575
2460492.5725926 -0.87986 0.00279 -1.78843 0.00558 -0.51421 0.00295 -0.59070 0.00636 0.68353 0.00424 -1.15416 0.00586 0.12007 0.00346 1.27422 0.00579
2460492.5805787 -0.80987 0.00291 -1.73342 0.00593 -0.45541 0.00309 -0.60756 0.00671 0.67045 0.00440 -1.16801 0.00619 0.11000 0.00356 1.27801 0.00613
2460492.5892708 -0.74097 0.00317 -1.65905 0.00649 -0.37671 0.00330 -0.58838 0.00735 0.69396 0.00477 -1.17063 0.00674 0.11171 0.00377 1.28234 0.00667
2460492.6030324 -0.70311 0.00316 -1.62832 0.00650 -0.34751 0.00329 -0.61021 0.00730 0.67060 0.00467 -1.16908 0.00673 0.11173 0.00373 1.28081 0.00665
2460492.6073727 -0.72996 0.00321 -1.62056 0.00640 -0.37146 0.00337 -0.58218 0.00724 0.66691 0.00477 -1.13051 0.00668 0.11859 0.00387 1.24910 0.00659
2460492.6102894 -0.73802 0.00327 -1.63082 0.00673 -0.37307 0.00343 -0.57533 0.00758 0.68243 0.00490 -1.13815 0.00701 0.11961 0.00395 1.25776 0.00692
2460492.6117361 -0.73655 0.00325 -1.65467 0.00678 -0.37957 0.00342 -0.60538 0.00761 0.66972 0.00485 -1.16063 0.00705 0.11447 0.00391 1.27510 0.00696
2460492.6298727 -0.81743 0.00354 -1.72022 0.00770 -0.44283 0.00364 -0.57467 0.00870 0.70272 0.00544 -1.15443 0.00803 0.12296 0.00429 1.27739 0.00792
2460492.6342130 -0.78230 0.00364 -1.70406 0.00797 -0.41311 0.00374 -0.61113 0.00893 0.67982 0.00549 -1.16300 0.00830 0.12795 0.00441 1.29095 0.00817
2460492.6436458 -0.71675 0.00381 -1.64336 0.00823 -0.34899 0.00392 -0.61206 0.00925 0.68231 0.00576 -1.17021 0.00853 0.12416 0.00450 1.29437 0.00842
2460492.6479977 -0.70345 0.00397 -1.62354 0.00884 -0.33243 0.00407 -0.60805 0.00986 0.68305 0.00598 -1.16217 0.00915 0.12894 0.00471 1.29110 0.00903
2460492.3848264 -0.73901 0.00323 -1.65999 0.00700 -0.39801 0.00340 -0.59496 0.00782 0.66702 0.00488 -1.17137 0.00725 0.09061 0.00390 1.26198 0.00719
2460492.3949769 -0.72095 0.00320 -1.65857 0.00670 -0.37573 0.00336 -0.62154 0.00749 0.66130 0.00475 -1.18213 0.00696 0.10071 0.00384 1.28284 0.00687
2460492.4174537 -0.84437 0.00311 -1.76932 0.00641 -0.50257 0.00331 -0.61291 0.00724 0.65385 0.00473 -1.16706 0.00673 0.09970 0.00389 1.26676 0.00665
2460492.4515162 -0.75365 0.00327 -1.67057 0.00673 -0.39529 0.00344 -0.58975 0.00756 0.68553 0.00487 -1.16799 0.00699 0.10729 0.00393 1.27528 0.00691
2460492.4602199 -0.77459 0.00329 -1.68929 0.00676 -0.41871 0.00349 -0.59690 0.00763 0.67368 0.00498 -1.16023 0.00704 0.11035 0.00401 1.27058 0.00698
2460492.4645486 -0.80400 0.00330 -1.71537 0.00669 -0.43943 0.00349 -0.58184 0.00758 0.69410 0.00499 -1.16383 0.00699 0.11212 0.00405 1.27594 0.00691
2460492.4798148 -0.79238 0.00297 -1.70799 0.00596 -0.43657 0.00315 -0.60465 0.00674 0.66677 0.00446 -1.15705 0.00622 0.11437 0.00363 1.27142 0.00615
2460492.5023032 -0.72637 0.00295 -1.64757 0.00579 -0.36855 0.00313 -0.60115 0.00654 0.67788 0.00435 -1.16807 0.00603 0.11096 0.00354 1.27903 0.00596
2460492.5066435 -0.72651 0.00294 -1.63702 0.00562 -0.35885 0.00311 -0.59444 0.00636 0.68373 0.00430 -1.15502 0.00586 0.12315 0.00353 1.27817 0.00579
2460492.5117245 -0.75774 0.00284 -1.66640 0.00555 -0.39470 0.00302 -0.58741 0.00626 0.68429 0.00417 -1.15625 0.00579 0.11545 0.00344 1.27170 0.00572
2460492.5131713 -0.76543 0.00284 -1.69024 0.00555 -0.41071 0.00303 -0.60526 0.00628 0.67426 0.00422 -1.17138 0.00578 0.10815 0.00344 1.27953 0.00573
2460492.5160648 -0.79866 0.00284 -1.72130 0.00557 -0.44773 0.00301 -0.60655 0.00631 0.66702 0.00423 -1.16716 0.00583 0.10641 0.00346 1.27357 0.00575
2460492.5204282 -0.85850 0.00289 -1.78600 0.00579 -0.50024 0.00306 -0.61483 0.00657 0.67093 0.00436 -1.16997 0.00608 0.11579 0.00357 1.28576 0.00599
2460492.5262153 -0.84971 0.00288 -1.78213 0.00595 -0.48776 0.00306 -0.60738 0.00671 0.68700 0.00436 -1.18224 0.00620 0.11213 0.00353 1.29437 0.00614
2460492.5305556 -0.81390 0.00288 -1.73889 0.00590 -0.45920 0.00308 -0.61071 0.00662 0.66898 0.00431 -1.16842 0.00615 0.11127 0.00355 1.27969 0.00609
2460492.5327546 -0.79388 0.00287 -1.71876 0.00567 -0.44324 0.00307 -0.60279 0.00642 0.67273 0.00430 -1.17297 0.00594 0.10255 0.00353 1.27552 0.00587
2460492.5342014 -0.78849 0.00294 -1.69628 0.00578 -0.42330 0.00309 -0.58575 0.00657 0.68722 0.00439 -1.15584 0.00604 0.11713 0.00356 1.27297 0.00596
2460492.5457870 -0.72885 0.00294 -1.64913 0.00586 -0.35777 0.00311 -0.60668 0.00658 0.68469 0.00432 -1.16332 0.00610 0.12805 0.00353 1.29137 0.00602
2460492.5501273 -0.71379 0.00286 -1.64353 0.00572 -0.35496 0.00303 -0.60856 0.00641 0.68001 0.00420 -1.17728 0.00594 0.11130 0.00342 1.28857 0.00588
2460492.5515741 -0.71410 0.00285 -1.61827 0.00558 -0.34861 0.00301 -0.58474 0.00627 0.68493 0.00415 -1.15068 0.00579 0.11899 0.00339 1.26967 0.00572
2460492.5610069 -0.74461 0.00276 -1.66228 0.00541 -0.38482 0.00296 -0.59768 0.00609 0.67977 0.00407 -1.16449 0.00564 0.11296 0.00336 1.27745 0.00558
2460492.5624537 -0.75543 0.00279 -1.66488 0.00545 -0.39161 0.00295 -0.59265 0.00615 0.68062 0.00409 -1.15439 0.00569 0.11888 0.00337 1.27327 0.00561
2460492.5696991 -0.85599 0.00278 -1.77326 0.00557 -0.49901 0.00297 -0.59159 0.00633 0.68267 0.00423 -1.16747 0.00583 0.10679 0.00343 1.27426 0.00577
2460492.5711343 -0.87866 0.00278 -1.80869 0.00566 -0.51693 0.00293 -0.60593 0.00643 0.68582 0.00423 -1.17929 0.00593 0.11246 0.00343 1.29175 0.00586
2460492.5747685 -0.87993 0.00283 -1.78870 0.00568 -0.51177 0.00298 -0.59637 0.00649 0.68056 0.00433 -1.15108 0.00597 0.12585 0.00351 1.27693 0.00589
2460492.5762269 -0.86101 0.00288 -1.78158 0.00580 -0.49812 0.00304 -0.60397 0.00660 0.67948 0.00437 -1.16540 0.00608 0.11806 0.00355 1.28346 0.00600
2460492.5776736 -0.84256 0.00291 -1.74277 0.00580 -0.48399 0.00311 -0.58275 0.00660 0.67603 0.00442 -1.14554 0.00608 0.11323 0.00360 1.25878 0.00602
2460492.6059259 -0.72240 0.00317 -1.65374 0.00668 -0.37131 0.00332 -0.61556 0.00749 0.66687 0.00475 -1.17567 0.00692 0.10676 0.00378 1.28243 0.00685
2460492.6088310 -0.72987 0.00324 -1.63750 0.00672 -0.36650 0.00340 -0.59269 0.00754 0.67830 0.00482 -1.15145 0.00696 0.11955 0.00386 1.27100 0.00689
2460492.6197222 -0.80984 0.00331 -1.73680 0.00711 -0.46274 0.00346 -0.61131 0.00801 0.66274 0.00505 -1.17120 0.00741 0.10285 0.00404 1.27406 0.00732
2460492.6494444 -0.70577 0.00399 -1.59895 0.00879 -0.34174 0.00411 -0.59528 0.00987 0.66193 0.00608 -1.12670 0.00911 0.13051 0.00475 1.25721 0.00900
2460492.3877315 -0.72439 0.00327 -1.65123 0.00681 -0.37989 0.00345 -0.60668 0.00764 0.66466 0.00489 -1.17377 0.00707 0.09756 0.00395 1.27134 0.00700
2460492.4073264 -0.75733 0.00322 -1.68358 0.00643 -0.41098 0.00340 -0.59987 0.00729 0.67273 0.00483 -1.17686 0.00670 0.09574 0.00389 1.27260 0.00663
2460492.4500694 -0.73021 0.00328 -1.64054 0.00654 -0.37771 0.00344 -0.59133 0.00737 0.67150 0.00484 -1.15658 0.00681 0.10625 0.00393 1.26283 0.00672
2460492.4587616 -0.76110 0.00329 -1.67721 0.00671 -0.39412 0.00345 -0.60150 0.00756 0.68159 0.00490 -1.15974 0.00700 0.12335 0.00397 1.28309 0.00690
2460492.4616551 -0.76470 0.00332 -1.68185 0.00668 -0.40144 0.00346 -0.59519 0.00756 0.68522 0.00495 -1.16516 0.00697 0.11525 0.00400 1.28041 0.00687
2460492.4674653 -0.81693 0.00318 -1.73079 0.00641 -0.45950 0.00334 -0.58805 0.00728 0.68323 0.00480 -1.16412 0.00672 0.10716 0.00389 1.27128 0.00663
2460492.4783565 -0.79745 0.00302 -1.71030 0.00596 -0.43053 0.00320 -0.60209 0.00678 0.67768 0.00455 -1.15417 0.00623 0.12559 0.00369 1.27977 0.00616
2460492.4884954 -0.75740 0.00300 -1.67960 0.00600 -0.39903 0.00319 -0.60335 0.00675 0.67721 0.00445 -1.16834 0.00625 0.11222 0.00364 1.28056 0.00618
2460492.4979514 -0.73789 0.00291 -1.65060 0.00558 -0.37914 0.00309 -0.58874 0.00633 0.68272 0.00429 -1.16190 0.00581 0.10955 0.00349 1.27146 0.00575
2460492.5051968 -0.72293 0.00300 -1.63941 0.00595 -0.36030 0.00319 -0.60133 0.00667 0.67778 0.00439 -1.16043 0.00619 0.11868 0.00361 1.27911 0.00611
2460492.5146296 -0.78570 0.00289 -1.70240 0.00552 -0.42023 0.00306 -0.58708 0.00631 0.69510 0.00432 -1.16922 0.00578 0.11296 0.00350 1.28218 0.00571
2460492.5175231 -0.82762 0.00284 -1.72878 0.00572 -0.46272 0.00304 -0.57965 0.00647 0.68641 0.00428 -1.14891 0.00597 0.11715 0.00349 1.26606 0.00591
2460492.5247685 -0.86018 0.00289 -1.76838 0.00582 -0.49822 0.00307 -0.59060 0.00659 0.67955 0.00437 -1.15360 0.00611 0.11655 0.00359 1.27016 0.00603
2460492.5276620 -0.84278 0.00292 -1.75826 0.00598 -0.48023 0.00307 -0.59657 0.00676 0.68146 0.00440 -1.16167 0.00626 0.11636 0.00358 1.27803 0.00617
2460492.5291088 -0.82804 0.00290 -1.74672 0.00576 -0.45877 0.00308 -0.59322 0.00653 0.69473 0.00435 -1.16874 0.00603 0.11921 0.00355 1.28795 0.00596
2460492.5356366 -0.77318 0.00292 -1.70203 0.00587 -0.41453 0.00310 -0.61682 0.00660 0.67068 0.00433 -1.17094 0.00613 0.11656 0.00355 1.28750 0.00605
2460492.5385417 -0.75001 0.00292 -1.65792 0.00562 -0.39117 0.00309 -0.58035 0.00638 0.68640 0.00433 -1.15921 0.00586 0.10753 0.00351 1.26674 0.00579
2460492.5414352 -0.74352 0.00290 -1.64926 0.00566 -0.38739 0.00306 -0.57969 0.00641 0.68218 0.00429 -1.15615 0.00589 0.10572 0.00348 1.26187 0.00583
2460492.5443403 -0.72567 0.00290 -1.63875 0.00567 -0.37329 0.00309 -0.59334 0.00640 0.67212 0.00428 -1.15977 0.00590 0.10569 0.00348 1.26546 0.00584
2460492.5472222 -0.71198 0.00293 -1.64880 0.00597 -0.35316 0.00312 -0.61712 0.00665 0.67852 0.00429 -1.18349 0.00619 0.11215 0.00352 1.29564 0.00612
2460492.5486806 -0.71286 0.00292 -1.63741 0.00569 -0.35480 0.00310 -0.60744 0.00642 0.67517 0.00430 -1.16968 0.00591 0.11294 0.00349 1.28261 0.00585
2460492.5552083 -0.70710 0.00281 -1.63685 0.00542 -0.35442 0.00298 -0.61120 0.00612 0.67123 0.00413 -1.17572 0.00563 0.10671 0.00336 1.28243 0.00557
2460492.5595602 -0.73574 0.00280 -1.65071 0.00541 -0.37431 0.00295 -0.59661 0.00613 0.67980 0.00413 -1.16083 0.00563 0.11557 0.00334 1.27640 0.00557
2460492.5653472 -0.80711 0.00280 -1.72863 0.00562 -0.45285 0.00299 -0.59547 0.00637 0.68031 0.00424 -1.17194 0.00586 0.10384 0.00341 1.27578 0.00581
2460492.5682523 -0.84271 0.00281 -1.75096 0.00560 -0.48061 0.00298 -0.58781 0.00637 0.68254 0.00425 -1.15535 0.00587 0.11500 0.00346 1.27035 0.00580
2460492.5791204 -0.83256 0.00290 -1.73411 0.00582 -0.47401 0.00308 -0.58107 0.00661 0.67902 0.00439 -1.14867 0.00610 0.11143 0.00359 1.26009 0.00603
2460492.5820255 -0.80627 0.00293 -1.71708 0.00591 -0.44868 0.00307 -0.58733 0.00672 0.68106 0.00444 -1.15970 0.00618 0.10869 0.00356 1.26840 0.00610
2460492.5834606 -0.78177 0.00291 -1.70967 0.00594 -0.42890 0.00308 -0.59957 0.00671 0.68121 0.00440 -1.17967 0.00618 0.10111 0.00353 1.28078 0.00612
2460492.5878125 -0.74464 0.00308 -1.66172 0.00629 -0.39190 0.00326 -0.59364 0.00708 0.67618 0.00461 -1.16595 0.00654 0.10387 0.00372 1.26982 0.00648
2460492.5972454 -0.71344 0.00315 -1.64338 0.00645 -0.36131 0.00331 -0.61780 0.00725 0.66427 0.00468 -1.17210 0.00670 0.10997 0.00378 1.28207 0.00662
